@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute outputs-1 {0,1,2,3,4,5}

@data
351,'2022/10/06 15:25:34:017',1,-1,0.827576,0.167825,0.322656,0.013371,-0.071465,-0.038833,0.037158,-0.065593,-0.034913,0.04981,-0.026249,-0.005919,0.08577,0.019994,-0.029774,0.029787,0.041441,0.003297,0.013856,-0.034436,-0.015926,0.003928,-0.049613,3
352,'2022/10/06 15:25:34:024',1,-1,0.810129,0.184558,0.331088,-0.018028,-0.108424,-0.043215,0.032768,-0.064776,-0.035408,0.03732,-0.002586,-0.02984,0.058415,0.024742,0.003128,0.056373,0.007714,-0.00498,0.003877,-0.02939,-0.02125,0.019791,-0.023128,3
353,'2022/10/06 15:25:34:032',1,-1,0.810572,0.155294,0.290232,-0.029752,-0.077026,-0.055954,-0.032026,-0.063771,-0.00828,0.016821,-0.014051,-0.042298,0.054616,0.006224,-0.004935,0.075519,0.008467,0.010902,-0.005207,-0.026136,-0.023237,0.016645,-0.02908,3
354,'2022/10/06 15:25:34:035',1,-1,0.804355,0.158251,0.330731,-0.006757,-0.082467,-0.077774,-0.024072,-0.047978,-0.007115,0.076053,-0.034677,-0.07291,0.071327,0.011705,0.000496,0.070535,0.027163,0.007787,-0.016416,-0.049067,-0.024551,0.03867,-0.050416,3
355,'2022/10/06 15:25:34:040',1,-1,0.803527,0.178284,0.334707,-0.041428,-0.126501,-0.07805,-0.012373,-0.090791,-0.043062,0.092404,-0.030935,-0.084371,0.049655,0.007954,-0.005873,0.063243,0.029604,-0.008363,-0.030767,-0.059328,-0.003152,0.060812,-0.042485,3
356,'2022/10/06 15:25:34:047',1,-1,0.808879,0.201145,0.331374,-0.026063,-0.088823,-0.064368,0.024657,-0.075963,-0.057793,0.08496,-0.029423,-0.053542,0.049056,0.034618,0.019011,0.051929,0.014025,-0.019067,0.002809,-0.040388,-0.009111,0.021193,-0.039365,3
357,'2022/10/06 15:25:34:051',1,-1,0.841061,0.158789,0.313501,0.032426,-0.088557,-0.080855,0.022214,-0.045108,-0.02405,0.073821,-0.046236,-0.043588,0.069962,0.041031,0.031036,0.0494,0.004119,-0.009476,0.005428,-0.018057,-0.006308,0.001178,-0.045288,3
358,'2022/10/06 15:25:34:058',1,-1,0.85907,0.13559,0.289725,0.037605,-0.097073,-0.073404,0.020807,-0.064739,-0.023828,0.077968,-0.049386,-0.040835,0.06752,0.020946,0.021859,0.038383,0.010046,0.003211,-0.01176,-0.012798,-0.001075,0.003617,-0.040102,3
359,'2022/10/06 15:25:34:067',1,-1,0.827251,0.135843,0.261302,0.001131,-0.081193,-0.075247,-0.01084,-0.076194,-0.032934,0.064708,-0.054819,-0.059408,0.068102,0.020024,-0.006726,0.028477,-0.000013,-0.018631,0.002005,-0.028039,-0.006052,0.007509,-0.052098,3
360,'2022/10/06 15:25:34:076',1,-1,0.820395,0.181652,0.263437,-0.041311,-0.060222,-0.066009,0.014501,-0.081792,-0.055203,0.054538,-0.010626,-0.040205,0.063896,0.010935,-0.028975,0.040569,0.0126,0.00824,0.008872,-0.030465,-0.022694,0.016462,-0.041442,3
361,'2022/10/06 15:25:34:082',1,-1,0.839921,0.163961,0.258583,-0.019247,-0.074147,-0.076764,-0.008692,-0.055026,-0.045815,0.056285,-0.008113,-0.052892,0.052421,0.009497,-0.013444,0.059058,0.006582,-0.005249,0.010036,-0.035645,-0.019968,0.011347,-0.046754,3
362,'2022/10/06 15:25:34:086',1,-1,0.851283,0.181852,0.281548,-0.02814,-0.110582,-0.073209,-0.001429,-0.04795,-0.04537,0.042449,-0.019101,-0.04627,0.044951,-0.006935,-0.015156,0.062907,0.013857,0.001941,0.000743,-0.051366,-0.012926,0.025387,-0.031832,3
363,'2022/10/06 15:25:34:102',1,-1,0.827902,0.168881,0.348598,0.005703,-0.112391,-0.064952,0.028063,-0.048275,-0.042966,0.047883,-0.022477,-0.037908,0.067493,0.043273,0.003352,0.037982,0.004667,-0.002396,0.002416,-0.036459,-0.002393,0.017817,-0.013674,3
364,'2022/10/06 15:25:34:105',1,-1,0.815879,0.15357,0.339289,-0.023026,-0.122166,-0.052756,-0.006533,-0.064006,-0.031328,0.052217,-0.041626,-0.070472,0.072891,0.022749,0.007953,0.042874,-0.027646,-0.002588,0.015692,-0.021181,-0.003694,-0.005334,-0.043967,3
365,'2022/10/06 15:25:34:110',1,-1,0.838709,0.127216,0.314028,0.034964,-0.105725,-0.067042,-0.020405,-0.058455,-0.014507,0.069279,-0.026061,-0.060651,0.066943,0.004695,0.012152,0.067553,-0.010882,-0.006791,0.012298,-0.029631,-0.010095,0.001918,-0.0522,3
366,'2022/10/06 15:25:34:117',1,-1,0.863999,0.144272,0.319221,0.05306,-0.100506,-0.074549,-0.020003,-0.055774,-0.005881,0.091178,-0.021315,-0.060243,0.063334,0.001054,0.0075,0.06045,0.014762,0.011087,0.007407,-0.050293,-0.014978,0.029777,-0.022962,3
367,'2022/10/06 15:25:34:121',1,-1,0.85797,0.178005,0.258604,0.002222,-0.074553,-0.106137,-0.030108,-0.029295,-0.029018,0.059221,-0.05169,-0.059612,0.081678,0.020045,-0.005705,0.029152,0.005565,0.013866,0.015533,-0.041171,-0.027831,0.014806,-0.019461,3
368,'2022/10/06 15:25:34:128',1,-1,0.878651,0.184921,0.225318,-0.017975,-0.049402,-0.075532,-0.013123,-0.046241,-0.064172,0.052186,-0.013479,-0.032128,0.072051,0.01089,-0.015103,0.04187,0.024156,0.004394,0.007037,-0.032966,-0.019563,0.012258,-0.021906,3
369,'2022/10/06 15:25:34:136',1,-1,0.896332,0.18927,0.223222,-0.023632,-0.026415,-0.045154,0.00884,-0.047075,-0.068787,0.065379,0.002528,-0.041808,0.05269,0.025067,0.003756,0.038109,0.03337,0.000374,-0.006916,-0.017682,-0.003112,0.001376,-0.030238,3
370,'2022/10/06 15:25:34:140',1,-1,0.847962,0.175792,0.283231,-0.000524,-0.065418,-0.058419,0.01817,-0.082516,-0.067191,0.0753,-0.021213,-0.033857,0.061589,0.016159,-0.016529,0.034653,0.02365,0.002102,-0.011603,-0.059294,-0.001283,0.019589,-0.030476,3
371,'2022/10/06 15:25:34:144',1,-1,0.841542,0.162666,0.319887,0.012854,-0.075081,-0.074979,-0.00387,-0.082064,-0.051402,0.081995,-0.015675,-0.03641,0.070069,0.01765,-0.040666,0.036407,0.029968,0.012127,0.006562,-0.052142,0.003537,0.015805,-0.052369,3
372,'2022/10/06 15:25:34:152',1,-1,0.857322,0.148993,0.301271,0.019591,-0.085353,-0.067712,0.011844,-0.06622,-0.023247,0.078205,-0.04053,-0.055906,0.057244,0.043729,-0.026608,0.039222,0.029108,-0.005455,-0.00373,-0.044998,0.018869,-0.004102,-0.06161,3
373,'2022/10/06 15:25:34:156',1,-1,0.829462,0.156075,0.313353,0.02936,-0.083028,-0.098005,0.005054,-0.060673,-0.021658,0.086541,-0.045786,-0.063446,0.054561,0.035444,0.00651,0.047464,0.020953,-0.012116,-0.016999,-0.041267,0.008935,0.021651,-0.047704,3
374,'2022/10/06 15:25:34:163',1,-1,0.824478,0.158184,0.323818,0.031763,-0.099261,-0.112786,0.014286,-0.075013,-0.030304,0.083616,-0.035708,-0.05769,0.036509,0.022128,0.018228,0.04948,-0.004544,-0.010438,0.007754,-0.035719,0.001838,0.017634,-0.04273,3
375,'2022/10/06 15:25:34:170',1,-1,0.828262,0.14795,0.295588,0.011021,-0.12525,-0.087871,0.023631,-0.085855,-0.03937,0.035257,-0.05554,-0.033914,0.056659,0.033714,-0.019348,0.026119,-0.009931,-0.00417,0.009652,-0.043275,0.00091,-0.005203,-0.032758,3
376,'2022/10/06 15:25:34:179',1,-1,0.820297,0.161753,0.300721,-0.011246,-0.114813,-0.09341,0.018315,-0.093492,-0.076883,0.047598,-0.059665,-0.036443,0.063275,-0.018409,-0.021804,0.031517,-0.006823,0.00821,0.006514,-0.048744,-0.032181,0.01572,-0.037797,3
377,'2022/10/06 15:25:34:186',1,-1,0.857368,0.179287,0.320664,-0.00363,-0.087898,-0.052921,0.011342,-0.05809,-0.035777,0.070266,-0.028693,-0.016972,0.064507,0.014266,0.005344,0.049932,0.030553,0.004857,0.010294,-0.045034,-0.012179,0.031516,-0.033017,3
378,'2022/10/06 15:25:34:191',1,-1,0.857323,0.179331,0.32062,-0.003586,-0.087941,-0.052879,0.011302,-0.058051,-0.035814,0.070301,-0.028726,-0.01694,0.064478,0.014294,0.005319,0.049954,0.030533,0.004874,0.010279,-0.045022,-0.012188,0.031521,-0.03302,3
379,'2022/10/06 15:25:34:198',1,-1,0.828,0.177048,0.329955,0.017349,-0.061684,-0.089966,-0.010391,-0.051036,-0.033954,0.096261,-0.008042,-0.075055,0.059208,0.039,-0.026254,0.056469,0.037617,0.002022,-0.016516,-0.057375,-0.004591,0.019288,-0.028498,3
380,'2022/10/06 15:25:34:205',1,-1,0.823203,0.156958,0.292629,0.006114,-0.067346,-0.103174,-0.025527,-0.074986,-0.041105,0.101498,-0.024332,-0.094834,0.066353,0.042163,-0.035016,0.032314,0.034259,0.016392,-0.01156,-0.053229,-0.012895,0.019803,-0.030557,3
381,'2022/10/06 15:25:34:209',1,-1,0.857297,0.177671,0.284301,-0.005481,-0.085498,-0.073542,-0.000458,-0.054302,-0.026289,0.049293,-0.053256,-0.057086,0.079495,0.018834,-0.021135,0.020764,0.005973,0.023907,0.008566,-0.053366,-0.036375,0.023751,-0.022069,3
382,'2022/10/06 15:25:34:214',1,-1,0.847369,0.144675,0.254649,0.011581,-0.081352,-0.082303,-0.024057,-0.068493,-0.032007,0.05095,-0.030261,-0.065579,0.075833,0.017983,-0.012977,0.038528,-0.000753,0.008119,0.003957,-0.042194,-0.032073,0.03109,-0.037513,3
383,'2022/10/06 15:25:34:221',1,-1,0.860753,0.141409,0.26869,0.013947,-0.108576,-0.072496,-0.020972,-0.091695,-0.044452,0.0709,-0.006162,-0.083545,0.062089,0.016509,-0.019806,0.046839,0.005009,0.000287,-0.003307,-0.035369,-0.018417,0.033335,-0.045647,3
384,'2022/10/06 15:25:34:226',1,-1,0.857428,0.168961,0.291633,0.015958,-0.150973,-0.075769,0.02406,-0.062778,-0.038589,0.047962,-0.029731,-0.078589,0.068221,0.04445,0.001053,0.029346,0.003358,0.00855,-0.004875,-0.02334,-0.023401,0.012908,-0.041464,3
385,'2022/10/06 15:25:34:233',1,-1,0.81112,0.167638,0.324386,-0.034192,-0.164749,-0.104374,0.012868,-0.03456,-0.068334,0.031799,-0.03633,-0.072051,0.076413,0.022574,-0.031242,0.034308,0.01089,-0.001421,-0.004033,-0.040351,-0.022533,0.025842,-0.041777,3
386,'2022/10/06 15:25:34:238',1,-1,0.815744,0.13339,0.317572,-0.062841,-0.139523,-0.083818,0.006959,-0.043746,-0.093235,0.033341,-0.023459,-0.046354,0.077096,-0.008018,-0.041289,0.049902,0.012012,-0.005873,0.014543,-0.030918,-0.011343,0.019549,-0.066956,3
387,'2022/10/06 15:25:34:244',1,-1,0.824551,0.136251,0.29866,-0.002583,-0.127766,-0.093849,-0.012965,-0.049588,-0.059898,0.028276,-0.014608,-0.045344,0.076871,0.002549,-0.026306,0.053117,0.001986,-0.008939,0.008841,-0.015363,-0.018313,0.006948,-0.081582,3
388,'2022/10/06 15:25:34:249',1,-1,0.828693,0.163284,0.3031,-0.022119,-0.126458,-0.096625,-0.022329,-0.044333,-0.050125,0.024613,-0.036077,-0.062196,0.073674,0.018813,-0.025252,0.036197,0.007609,0.000821,-0.002661,-0.029442,-0.016019,0.020409,-0.053927,3
389,'2022/10/06 15:25:34:256',1,-1,0.848032,0.181379,0.284137,-0.031286,-0.092457,-0.088277,0.008123,-0.04395,-0.080602,0.041782,-0.038868,-0.053402,0.075037,0.018748,-0.032781,0.028204,0.019192,0.006398,0.002268,-0.052674,-0.023363,0.025172,-0.035604,3
390,'2022/10/06 15:25:34:260',1,-1,0.845143,0.184116,0.292261,-0.017586,-0.080995,-0.068991,-0.005,-0.070498,-0.072994,0.084827,-0.006874,-0.057288,0.064367,0.005554,-0.011309,0.050268,0.023629,0.010212,-0.002963,-0.055083,-0.022529,0.035597,-0.035622,3
391,'2022/10/06 15:25:34:273',1,-1,0.816711,0.15517,0.304818,-0.032156,-0.102076,-0.056868,-0.009116,-0.088988,-0.054999,0.07351,-0.039058,-0.048351,0.075157,-0.000488,-0.021482,0.051074,0.027401,-0.008817,-0.007578,-0.031295,-0.012031,0.021978,-0.083833,3
392,'2022/10/06 15:25:34:279',1,-1,0.831093,0.150765,0.312343,0.010273,-0.09112,-0.065316,-0.010009,-0.081523,-0.026122,0.087304,-0.022557,-0.042392,0.065902,0.003237,0.002131,0.071126,0.034658,-0.007511,-0.013781,-0.036715,-0.01194,0.050652,-0.048481,3
393,'2022/10/06 15:25:34:285',1,-1,0.844729,0.160334,0.312481,0.022325,-0.067251,-0.075187,-0.000437,-0.064996,-0.012795,0.096025,-0.005183,-0.048815,0.051091,0.029875,0.015694,0.04842,0.01162,-0.009611,0.004149,-0.017448,-0.019259,0.02539,-0.041041,3
394,'2022/10/06 15:25:34:291',1,-1,0.820992,0.162068,0.312303,-0.00954,-0.096498,-0.092767,-0.000898,-0.044354,-0.036528,0.063591,-0.04929,-0.04383,0.103759,0.032285,-0.011369,0.028096,0.001467,0.006785,0.013833,-0.038722,-0.014774,0.024975,-0.056645,3
395,'2022/10/06 15:25:34:295',1,-1,0.819859,0.183282,0.339282,-0.010081,-0.119072,-0.110743,0.010044,-0.034402,-0.047817,0.056937,-0.048221,-0.036517,0.110012,0.017403,-0.018091,0.029082,0.005312,0.019394,0.018414,-0.042567,-0.017081,0.033377,-0.054672,3
396,'2022/10/06 15:25:34:308',1,-1,0.804396,0.134809,0.31849,-0.008191,-0.101664,-0.076033,-0.015981,-0.093045,-0.055107,0.078503,-0.003237,-0.061293,0.041655,0.003577,0.00936,0.054872,0.01462,-0.012365,-0.017185,-0.021184,-0.011257,0.018589,-0.070308,3
397,'2022/10/06 15:25:34:314',1,-1,0.819611,0.114517,0.335421,-0.019953,-0.115212,-0.044694,-0.00324,-0.091802,-0.055932,0.074866,-0.030403,-0.046635,0.059998,0.009674,0.009552,0.022645,0.020791,0.011958,-0.016469,-0.04165,-0.017027,0.030185,-0.040104,3
398,'2022/10/06 15:25:34:319',1,-1,0.822314,0.120196,0.353872,0.002193,-0.106243,-0.055072,-0.006,-0.055529,-0.05083,0.078188,-0.033632,-0.063378,0.091924,0.044028,0.008373,0.019244,0.01733,0.006406,-0.021495,-0.02842,-0.00632,0.017723,-0.04757,3
399,'2022/10/06 15:25:34:325',1,-1,0.807248,0.151343,0.368686,-0.02424,-0.14062,-0.078486,0.0075,-0.059845,-0.080397,0.069153,-0.019186,-0.06367,0.079319,0.031932,-0.014874,0.0229,0.02308,0.008153,-0.008598,-0.028755,-0.004922,0.015349,-0.05276,3
400,'2022/10/06 15:25:34:330',1,-1,0.822926,0.165443,0.337786,-0.024465,-0.116947,-0.077318,0.026257,-0.051822,-0.103213,0.04434,-0.00383,-0.057586,0.083447,0.026958,-0.044378,0.033397,0.010319,0.003152,0.010927,-0.053196,-0.020473,0.024217,-0.04702,3
401,'2022/10/06 15:25:34:342',1,-1,0.800386,0.174862,0.344052,-0.037765,-0.126821,-0.108702,0.048218,-0.05783,-0.092151,0.061443,-0.011222,-0.049712,0.062218,0.010714,-0.023156,0.035796,0.029243,-0.000333,-0.021863,-0.019324,-0.000019,0.011834,-0.053989,3
402,'2022/10/06 15:25:37:651',1,-1,1,0.15119,-0.124121,-0.159474,-0.047171,0.038528,0.016106,-0.090877,-0.049436,0.090251,0.079884,0.05351,-0.001141,-0.038371,0.018679,0.022356,-0.012223,-0.039214,-0.009259,0.041156,0.027966,0.001446,-0.011755,4
403,'2022/10/06 15:25:37:658',1,-1,1,0.167432,-0.122436,-0.14632,-0.009682,0.030084,0.011501,-0.071703,-0.028517,0.10316,0.066733,0.041031,0.003001,-0.018684,0.027874,-0.001619,-0.01763,-0.018794,-0.007827,0.033449,0.030289,0.008072,-0.008652,4
404,'2022/10/06 15:25:37:662',1,-1,1,0.12746,-0.130771,-0.118141,-0.009805,0.010712,0.001187,-0.063932,-0.021381,0.107739,0.065431,0.032474,0.018667,-0.013805,0.006814,-0.001102,-0.005966,-0.015204,-0.010012,0.029397,0.031076,0.006689,-0.010483,4
405,'2022/10/06 15:25:37:674',1,-1,1,0.136883,-0.080899,-0.203697,-0.024584,-0.010802,-0.006371,-0.07971,-0.063985,0.058964,0.076911,0.039247,-0.023595,-0.05861,0.01412,0.003906,-0.00545,-0.061075,-0.02379,0.052436,0.047188,-0.009007,-0.021709,4
406,'2022/10/06 15:25:37:681',1,-1,0.564077,0.056244,0.068111,-0.151216,-0.083235,-0.022845,-0.018718,-0.047874,-0.001039,0.032125,0.069076,0.053625,0.00962,-0.042536,-0.011486,-0.001537,0.00647,-0.033742,-0.01954,0.029722,0.026828,-0.010804,-0.004256,4
407,'2022/10/06 15:25:37:685',1,-1,0.412713,0.050352,0.169493,-0.043843,-0.075014,-0.01851,-0.02355,-0.010456,0.034681,0.024733,0.055543,0.040194,0.027797,-0.039189,-0.046377,-0.03417,0.007161,0.004433,0.003168,0.026278,0.027957,-0.009676,0.003676,4
408,'2022/10/06 15:25:37:692',1,-1,0.526363,0.076474,0.132961,-0.060126,-0.060497,0.005223,-0.019657,-0.023669,0.024403,0.022508,0.05525,0.027053,0.014582,-0.042226,-0.029377,-0.03002,0.004321,-0.002057,0.003244,0.0297,0.033626,-0.004333,-0.003626,4
409,'2022/10/06 15:25:37:697',1,-1,0.773189,0.119215,0.03855,-0.148276,-0.024378,0.011734,-0.020515,-0.060355,-0.003854,0.018771,0.058561,0.047527,-0.000468,-0.066324,-0.008919,-0.016548,-0.003507,-0.042457,-0.021208,0.02022,0.030251,-0.00179,-0.020749,4
410,'2022/10/06 15:25:37:709',1,-1,0.95858,0.097577,-0.130788,-0.205742,-0.025615,-0.001757,-0.055219,-0.099743,0.015552,0.036026,0.073117,0.042735,0.018677,-0.02329,0.006548,0.009279,-0.001366,-0.015118,0.002417,0.025331,0.045711,0.006394,-0.010488,4
411,'2022/10/06 15:25:37:716',1,-1,1,0.103015,-0.116315,-0.161294,-0.037643,-0.020746,-0.028337,-0.095519,-0.025566,0.050389,0.075543,0.032799,0.00963,-0.035966,-0.008585,0.01422,-0.023095,-0.035066,0.006639,0.026247,0.02968,0.004221,-0.015967,4
412,'2022/10/06 15:25:37:720',1,-1,1,0.110879,-0.096389,-0.124254,-0.024955,-0.007914,0.012691,-0.080707,-0.021676,0.086933,0.093051,0.049223,0.00638,-0.009546,-0.000775,0.011642,0.002505,-0.033931,0.006485,0.051828,0.034867,-0.004804,-0.008315,4
413,'2022/10/06 15:25:37:727',1,-1,1,0.112399,-0.092767,-0.151886,-0.02878,0.02081,-0.008163,-0.098312,-0.007415,0.093702,0.08089,0.044724,0.014136,-0.013633,-0.013782,0.012149,0.013271,-0.036718,-0.002438,0.041769,0.029118,-0.007032,-0.008171,4
414,'2022/10/06 15:25:37:732',1,-1,1,0.105216,-0.119884,-0.155623,-0.027886,0.021923,-0.036259,-0.109687,-0.011469,0.077622,0.06199,0.040606,0.015678,-0.032462,-0.011994,0.018362,-0.009501,-0.034942,0.004664,0.030184,0.04096,0.008692,-0.021831,4
415,'2022/10/06 15:25:37:743',1,-1,1,0.140503,-0.138747,-0.12224,0.009038,0.010963,0.010473,-0.076944,-0.038396,0.084942,0.087476,0.065524,0.006664,-0.042458,0.000422,0.03214,-0.011284,-0.045775,0.002773,0.041722,0.032103,-0.008207,-0.00491,4
416,'2022/10/06 15:25:37:750',1,-1,1,0.120934,-0.171328,-0.15095,0.000823,-0.000196,-0.016475,-0.093503,-0.044187,0.083331,0.0602,0.034937,0.005465,-0.036573,-0.009892,0.005668,-0.00806,-0.045221,-0.012384,0.04657,0.034782,-0.000342,-0.011401,4
417,'2022/10/06 15:25:37:755',1,-1,1,0.117225,-0.161912,-0.154649,-0.02076,0.009121,-0.009194,-0.092291,-0.04677,0.077955,0.079247,0.052318,-0.00377,-0.037083,0.00633,0.007739,-0.013457,-0.038224,-0.003711,0.043868,0.021302,-0.005837,-0.004535,4
418,'2022/10/06 15:25:37:762',1,-1,1,0.140469,-0.124523,-0.129231,-0.035263,0.014606,0.023309,-0.07594,-0.048188,0.080175,0.097456,0.066355,-0.006159,-0.03705,0.017711,0.030821,-0.018549,-0.046029,0.011134,0.060001,0.0247,-0.012909,-0.00248,4
419,'2022/10/06 15:25:37:770',1,-1,1,0.126406,-0.109271,-0.12471,-0.041303,0.017407,0.017005,-0.089769,-0.043786,0.102739,0.082163,0.053962,0.003101,-0.044659,0.004642,0.015375,-0.014944,-0.037135,-0.001517,0.044274,0.029996,-0.001062,-0.020939,4
420,'2022/10/06 15:25:37:774',1,-1,1,0.111189,-0.106821,-0.142843,-0.067117,0.020322,-0.004124,-0.113033,-0.03004,0.097694,0.056434,0.041848,0.005732,-0.048409,-0.009021,0.012334,-0.019573,-0.03745,-0.00958,0.031316,0.032531,-0.009159,-0.027227,4
421,'2022/10/06 15:25:37:778',1,-1,1,0.098299,-0.135908,-0.141754,-0.070453,0.015625,-0.016757,-0.110639,-0.020265,0.084519,0.048826,0.045904,0.017152,-0.037621,-0.002414,0.017072,-0.017459,-0.0279,0.006661,0.040726,0.041231,0.00166,-0.024008,4
422,'2022/10/06 15:25:37:785',1,-1,1,0.118834,-0.125044,-0.132318,-0.043147,0.05145,0.026202,-0.093705,-0.02966,0.113804,0.081147,0.061671,0.034831,-0.023725,0.017441,0.036883,-0.006386,-0.018464,0.007592,0.043974,0.04787,0.001939,-0.018288,4
423,'2022/10/06 15:25:37:790',1,-1,1,0.118834,-0.125044,-0.132318,-0.043147,0.05145,0.026202,-0.093705,-0.02966,0.113804,0.081147,0.061671,0.034831,-0.023725,0.017441,0.036883,-0.006386,-0.018464,0.007592,0.043974,0.04787,0.001939,-0.018288,4
424,'2022/10/06 15:25:37:805',1,-1,1,0.10542,-0.135555,-0.101585,-0.032575,0.031988,0.003672,-0.088887,-0.018443,0.098891,0.078547,0.053264,0.008632,-0.031982,0.008048,0.020823,-0.013463,-0.031387,0.006441,0.037189,0.017724,-0.004237,0.002294,4
425,'2022/10/06 15:25:37:808',1,-1,1,0.08064,-0.145094,-0.130162,-0.054717,0.015359,-0.016782,-0.115477,-0.043015,0.086713,0.052657,0.037918,0.006153,-0.047825,-0.006452,0.003579,-0.018957,-0.038285,-0.001518,0.041938,0.019806,-0.003219,-0.007817,4
426,'2022/10/06 15:25:37:814',1,-1,1,0.13191,-0.137742,-0.1284,-0.026452,0.041233,0.011355,-0.106953,-0.02562,0.104837,0.077267,0.057103,0.005449,-0.029168,-0.001999,0.011533,-0.006703,-0.029786,0.005059,0.041816,0.026842,-0.013043,-0.011428,4
427,'2022/10/06 15:25:37:820',1,-1,1,0.154829,-0.14023,-0.113293,-0.002812,0.031313,0.025294,-0.09062,-0.036374,0.085472,0.078138,0.060704,-0.00509,-0.02237,0.001294,0.011897,-0.009693,-0.038202,-0.000479,0.03303,0.03019,-0.009128,-0.006723,4
428,'2022/10/06 15:25:37:825',1,-1,1,0.107217,-0.166193,-0.108543,-0.011082,-0.000674,-0.013319,-0.078901,-0.029382,0.071693,0.059266,0.052649,0.004572,-0.036134,-0.001965,0.011564,-0.009097,-0.03609,-0.007754,0.037801,0.033561,-0.000276,-0.005107,4
429,'2022/10/06 15:25:37:839',1,-1,1,0.142005,-0.144455,-0.122348,-0.036734,0.030262,-0.002374,-0.087313,-0.032126,0.073335,0.078371,0.059804,0.002178,-0.039693,0.009982,0.031472,-0.005218,-0.033169,-0.008269,0.037041,0.054629,0.001859,-0.032366,4
430,'2022/10/06 15:25:37:843',1,-1,1,0.136157,-0.124391,-0.110073,-0.045667,0.028709,0.027341,-0.086713,-0.038919,0.087019,0.085231,0.052646,-0.006573,-0.031865,0.001544,0.018525,-0.011407,-0.037521,-0.004879,0.033922,0.039098,-0.004196,-0.015193,4
431,'2022/10/06 15:25:37:848',1,-1,1,0.149316,-0.128185,-0.103004,-0.047618,0.017383,0.041347,-0.095278,-0.055262,0.080794,0.07753,0.045222,-0.008738,-0.029267,-0.004551,0.023483,-0.021124,-0.053209,-0.000221,0.032261,0.031467,-0.006754,-0.00523,4
432,'2022/10/06 15:25:37:855',1,-1,1,0.123682,-0.149114,-0.130675,-0.051736,-0.003165,-0.004629,-0.106228,-0.053955,0.088997,0.057372,0.026679,-0.007567,-0.039321,-0.002162,0.007935,-0.018321,-0.039736,-0.006398,0.033649,0.034704,0.005214,-0.017583,4
433,'2022/10/06 15:25:37:859',1,-1,1,0.129852,-0.125424,-0.121201,-0.051848,0.016799,0.008308,-0.084552,-0.035992,0.093647,0.082118,0.046024,0.001526,-0.030458,0.001459,0.019513,0.000458,-0.040972,-0.011655,0.039862,0.033373,0.000639,-0.022084,4
434,'2022/10/06 15:25:37:874',1,-1,1,0.136395,-0.119969,-0.133007,-0.076808,0.036987,0.021946,-0.114958,-0.061788,0.08958,0.085296,0.03872,-0.008751,-0.047067,-0.006289,0.031553,-0.012756,-0.056546,-0.009819,0.043855,0.046733,-0.000657,-0.032445,4
435,'2022/10/06 15:25:37:884',1,-1,1,0.116322,-0.142839,-0.121063,-0.028612,-0.009702,-0.008777,-0.073607,-0.041946,0.068114,0.052467,0.064048,0.015566,-0.053493,-0.001844,0.027558,0.001632,-0.039521,-0.015284,0.04905,0.051608,-0.000291,-0.025114,4
436,'2022/10/06 15:25:37:890',1,-1,1,0.115333,-0.150012,-0.123318,-0.050182,-0.00435,0.001871,-0.088511,-0.057535,0.075961,0.069949,0.056265,0.00197,-0.049028,0.000953,0.012342,-0.007724,-0.037342,-0.015553,0.044263,0.040074,-0.0052,-0.026368,4
437,'2022/10/06 15:25:37:894',1,-1,1,0.138659,-0.124453,-0.099949,-0.013348,0.014364,0.006709,-0.077782,-0.037939,0.107418,0.059054,0.041835,0.030553,-0.031579,-0.007361,0.003191,0.001743,-0.032492,-0.010624,0.048398,0.019821,-0.004282,-0.00873,4
438,'2022/10/06 15:25:37:901',1,-1,1,0.150866,-0.125054,-0.103976,-0.005105,0.044925,0.00487,-0.090788,-0.017802,0.116352,0.060095,0.05307,0.043317,-0.033535,-0.013288,0.020521,0.008635,-0.032957,-0.009206,0.046178,0.040151,0.005612,-0.025629,4
439,'2022/10/06 15:25:37:909',1,-1,1,0.144937,-0.133875,-0.13891,-0.045326,0.050416,0.016862,-0.115019,-0.054278,0.102488,0.075541,0.049177,0.009379,-0.043756,0.000554,0.017736,-0.00612,-0.03718,-0.017712,0.033562,0.036946,0.003029,-0.026474,4
440,'2022/10/06 15:25:37:919',1,-1,1,0.113759,-0.146069,-0.133469,-0.047135,0.034761,-0.015076,-0.116437,-0.050343,0.078697,0.078391,0.054697,0.00187,-0.046163,-0.006183,0.012571,-0.015675,-0.030901,0.003722,0.0379,0.017666,-0.005488,-0.002116,4
